Frame 0: Cars=10, Status=4 points (Congested), Density=0.24, AvgSpeed=5.06, Score=4
Frame 44: Cars=6, Status=5 points (Congested), Density=0.07, AvgSpeed=3.54, Score=5
Frame 45: Cars=5, Status=5 points (Congested), Density=0.07, AvgSpeed=3.47, Score=5
Frame 46: Cars=5, Status=5 points (Congested), Density=0.06, AvgSpeed=3.42, Score=5
Frame 47: Cars=5, Status=5 points (Congested), Density=0.06, AvgSpeed=3.34, Score=5
Frame 48: Cars=5, Status=5 points (Congested), Density=0.05, AvgSpeed=3.29, Score=5
Frame 49: Cars=5, Status=5 points (Congested), Density=0.05, AvgSpeed=3.22, Score=5
Frame 50: Cars=6, Status=5 points (Congested), Density=0.05, AvgSpeed=3.25, Score=5
Frame 51: Cars=6, Status=5 points (Congested), Density=0.05, AvgSpeed=1.28, Score=5
Frame 52: Cars=6, Status=5 points (Congested), Density=0.05, AvgSpeed=1.32, Score=5
Frame 53: Cars=6, Status=5 points (Congested), Density=0.06, AvgSpeed=1.35, Score=5
Frame 54: Cars=6, Status=5 points (Congested), Density=0.06, AvgSpeed=1.37, Score=5
Frame 55: Cars=6, Status=5 points (Congested), Density=0.06, AvgSpeed=1.37, Score=5
Frame 56: Cars=7, Status=5 points (Congested), Density=0.06, AvgSpeed=1.39, Score=5
Frame 57: Cars=7, Status=5 points (Congested), Density=0.06, AvgSpeed=1.41, Score=5
Frame 58: Cars=7, Status=5 points (Congested), Density=0.07, AvgSpeed=1.44, Score=5
Frame 59: Cars=7, Status=5 points (Congested), Density=0.07, AvgSpeed=1.50, Score=5
Frame 60: Cars=7, Status=5 points (Congested), Density=0.07, AvgSpeed=1.53, Score=5
Frame 61: Cars=7, Status=5 points (Congested), Density=0.07, AvgSpeed=1.57, Score=5
Frame 62: Cars=7, Status=5 points (Congested), Density=0.07, AvgSpeed=1.60, Score=5
Frame 63: Cars=8, Status=5 points (Congested), Density=0.07, AvgSpeed=1.65, Score=5
Frame 64: Cars=8, Status=5 points (Congested), Density=0.08, AvgSpeed=1.70, Score=5
Frame 65: Cars=8, Status=5 points (Congested), Density=0.08, AvgSpeed=1.74, Score=5
Frame 66: Cars=8, Status=5 points (Congested), Density=0.08, AvgSpeed=1.76, Score=5
Frame 67: Cars=8, Status=5 points (Congested), Density=0.08, AvgSpeed=1.71, Score=5
Frame 68: Cars=8, Status=5 points (Congested), Density=0.08, AvgSpeed=1.72, Score=5
Frame 69: Cars=9, Status=5 points (Congested), Density=0.09, AvgSpeed=1.72, Score=5
Frame 70: Cars=9, Status=5 points (Congested), Density=0.09, AvgSpeed=1.74, Score=5
Frame 71: Cars=9, Status=5 points (Congested), Density=0.09, AvgSpeed=1.77, Score=5
Frame 72: Cars=9, Status=5 points (Congested), Density=0.09, AvgSpeed=1.80, Score=5
Frame 73: Cars=9, Status=5 points (Congested), Density=0.09, AvgSpeed=1.83, Score=5
Frame 74: Cars=9, Status=5 points (Congested), Density=0.09, AvgSpeed=1.85, Score=5
Frame 75: Cars=9, Status=5 points (Congested), Density=0.09, AvgSpeed=1.83, Score=5
Frame 76: Cars=9, Status=5 points (Congested), Density=0.09, AvgSpeed=1.80, Score=5
Frame 77: Cars=9, Status=5 points (Congested), Density=0.09, AvgSpeed=1.82, Score=5
Frame 78: Cars=9, Status=5 points (Congested), Density=0.09, AvgSpeed=1.82, Score=5
Frame 79: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.80, Score=5
Frame 80: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.79, Score=5
Frame 81: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.77, Score=5
Frame 82: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.75, Score=5
Frame 83: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.74, Score=5
Frame 84: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.72, Score=5
Frame 85: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.71, Score=5
Frame 86: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.70, Score=5
Frame 87: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.69, Score=5
Frame 88: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.69, Score=5
Frame 89: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.69, Score=5
Frame 90: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.68, Score=5
Frame 91: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.65, Score=5
Frame 92: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 93: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.62, Score=5
Frame 94: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.61, Score=5
Frame 95: Cars=9, Status=5 points (Congested), Density=0.08, AvgSpeed=1.61, Score=5
Frame 96: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.61, Score=5
Frame 97: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.61, Score=5
Frame 98: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.60, Score=5
Frame 99: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.61, Score=5
Frame 100: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.61, Score=5
Frame 101: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.60, Score=5
Frame 102: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.59, Score=5
Frame 103: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.60, Score=5
Frame 104: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.61, Score=5
Frame 105: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.61, Score=5
Frame 106: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.61, Score=5
Frame 107: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.60, Score=5
Frame 108: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.60, Score=5
Frame 109: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.58, Score=5
Frame 110: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.58, Score=5
Frame 111: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.57, Score=5
Frame 112: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.57, Score=5
Frame 113: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.53, Score=5
Frame 114: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.51, Score=5
Frame 115: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.50, Score=5
Frame 116: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.50, Score=5
Frame 117: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.50, Score=5
Frame 118: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.49, Score=5
Frame 119: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.49, Score=5
Frame 120: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.48, Score=5
Frame 121: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.47, Score=5
Frame 122: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.45, Score=5
Frame 123: Cars=9, Status=5 points (Congested), Density=0.07, AvgSpeed=1.44, Score=5
Frame 124: Cars=10, Status=5 points (Congested), Density=0.07, AvgSpeed=1.42, Score=5
Frame 125: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.41, Score=5
Frame 126: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.39, Score=5
Frame 127: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.36, Score=5
Frame 128: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.35, Score=5
Frame 129: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.35, Score=5
Frame 130: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.35, Score=5
Frame 131: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.35, Score=5
Frame 132: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.35, Score=5
Frame 133: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.35, Score=5
Frame 134: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.36, Score=5
Frame 135: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.36, Score=5
Frame 136: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.36, Score=5
Frame 137: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.35, Score=5
Frame 138: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.38, Score=5
Frame 139: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.41, Score=5
Frame 140: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.41, Score=5
Frame 141: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.40, Score=5
Frame 142: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.40, Score=5
Frame 143: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.41, Score=5
Frame 144: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.42, Score=5
Frame 145: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.42, Score=5
Frame 146: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.41, Score=5
Frame 147: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.40, Score=5
Frame 148: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.38, Score=5
Frame 149: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.37, Score=5
Frame 150: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.38, Score=5
Frame 151: Cars=10, Status=5 points (Congested), Density=0.08, AvgSpeed=1.41, Score=5
Frame 152: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.39, Score=5
Frame 153: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.36, Score=5
Frame 154: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.34, Score=5
Frame 155: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.33, Score=5
Frame 156: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.32, Score=5
Frame 157: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.32, Score=5
Frame 158: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.30, Score=5
Frame 159: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.29, Score=5
Frame 160: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.29, Score=5
Frame 161: Cars=10, Status=5 points (Congested), Density=0.07, AvgSpeed=1.27, Score=5
Frame 162: Cars=10, Status=5 points (Congested), Density=0.07, AvgSpeed=1.25, Score=5
Frame 163: Cars=10, Status=5 points (Congested), Density=0.07, AvgSpeed=1.25, Score=5
Frame 164: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.23, Score=5
Frame 165: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.23, Score=5
Frame 166: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.23, Score=5
Frame 167: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.23, Score=5
Frame 168: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.23, Score=5
Frame 169: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.22, Score=5
Frame 170: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.21, Score=5
Frame 171: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.21, Score=5
Frame 172: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.20, Score=5
Frame 173: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.20, Score=5
Frame 174: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.19, Score=5
Frame 175: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.19, Score=5
Frame 176: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.18, Score=5
Frame 177: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.19, Score=5
Frame 178: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.19, Score=5
Frame 179: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.18, Score=5
Frame 180: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.18, Score=5
Frame 181: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.18, Score=5
Frame 182: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.18, Score=5
Frame 183: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.18, Score=5
Frame 184: Cars=11, Status=5 points (Congested), Density=0.07, AvgSpeed=1.18, Score=5
Frame 185: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.17, Score=5
Frame 186: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.17, Score=5
Frame 187: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.17, Score=5
Frame 188: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.16, Score=5
Frame 189: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.16, Score=5
Frame 190: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.16, Score=5
Frame 191: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.15, Score=5
Frame 192: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.15, Score=5
Frame 193: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.14, Score=5
Frame 194: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.13, Score=5
Frame 195: Cars=11, Status=5 points (Congested), Density=0.08, AvgSpeed=1.13, Score=5
Frame 196: Cars=11, Status=5 points (Congested), Density=0.09, AvgSpeed=1.12, Score=5
Frame 197: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.11, Score=5
Frame 198: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.11, Score=5
Frame 199: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.10, Score=5
Frame 200: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.08, Score=5
Frame 201: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.07, Score=5
Frame 202: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.08, Score=5
Frame 203: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.10, Score=5
Frame 204: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.10, Score=5
Frame 205: Cars=12, Status=5 points (Congested), Density=0.10, AvgSpeed=1.10, Score=5
Frame 206: Cars=12, Status=5 points (Congested), Density=0.10, AvgSpeed=1.10, Score=5
Frame 207: Cars=12, Status=5 points (Congested), Density=0.10, AvgSpeed=1.12, Score=5
Frame 208: Cars=12, Status=5 points (Congested), Density=0.10, AvgSpeed=1.13, Score=5
Frame 209: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.13, Score=6
Frame 210: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.13, Score=6
Frame 211: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.13, Score=6
Frame 212: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=1.14, Score=6
Frame 213: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=1.16, Score=6
Frame 214: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=1.15, Score=6
Frame 215: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=1.13, Score=6
Frame 216: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=1.12, Score=6
Frame 217: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=1.12, Score=6
Frame 218: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.12, Score=6
Frame 219: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.12, Score=6
Frame 220: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.11, Score=6
Frame 221: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.10, Score=6
Frame 222: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.09, Score=6
Frame 223: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.10, Score=6
Frame 224: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.09, Score=6
Frame 225: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.09, Score=6
Frame 226: Cars=13, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.08, Score=6
Frame 227: Cars=13, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.06, Score=6
Frame 228: Cars=13, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.04, Score=6
Frame 229: Cars=13, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.04, Score=6
Frame 230: Cars=13, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.04, Score=6
Frame 231: Cars=13, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.04, Score=6
Frame 232: Cars=13, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.02, Score=6
Frame 233: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.01, Score=6
Frame 234: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.00, Score=6
Frame 235: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.00, Score=6
Frame 236: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.00, Score=6
Frame 237: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.99, Score=6
Frame 238: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.98, Score=6
Frame 239: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.96, Score=6
Frame 240: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.95, Score=6
Frame 241: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.95, Score=6
Frame 242: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.94, Score=6
Frame 243: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.00, Score=6
Frame 244: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.99, Score=6
Frame 245: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.99, Score=6
Frame 246: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.97, Score=6
Frame 247: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.99, Score=6
Frame 248: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.99, Score=6
Frame 249: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.00, Score=6
Frame 250: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=1.01, Score=6
Frame 251: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.99, Score=6
Frame 252: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.98, Score=6
Frame 253: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.97, Score=6
Frame 254: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.97, Score=6
Frame 255: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.96, Score=6
Frame 256: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.96, Score=6
Frame 257: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.95, Score=6
Frame 258: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.94, Score=6
Frame 259: Cars=12, Status=6 points (Heavy Traffic), Density=0.12, AvgSpeed=0.94, Score=6
Frame 260: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.94, Score=6
Frame 261: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.94, Score=6
Frame 262: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.93, Score=6
Frame 263: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.95, Score=6
Frame 264: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.96, Score=6
Frame 265: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.98, Score=6
Frame 266: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=1.01, Score=6
Frame 267: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=1.00, Score=6
Frame 268: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.99, Score=6
Frame 269: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.01, Score=6
Frame 270: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.02, Score=6
Frame 271: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.03, Score=6
Frame 272: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.03, Score=6
Frame 273: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.03, Score=6
Frame 274: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.04, Score=6
Frame 275: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.06, Score=6
Frame 276: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.06, Score=6
Frame 277: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.07, Score=6
Frame 278: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.07, Score=6
Frame 279: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.08, Score=6
Frame 280: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.08, Score=6
Frame 281: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.07, Score=6
Frame 282: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.07, Score=6
Frame 283: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.06, Score=6
Frame 284: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.06, Score=6
Frame 285: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.06, Score=6
Frame 286: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.06, Score=6
Frame 287: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=1.06, Score=6
