Frame 0: Cars=13, Status=6 points (Heavy Traffic), Density=0.21, AvgSpeed=0.93, Score=6
Frame 59: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.69, Score=6
Frame 60: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.67, Score=6
Frame 61: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.67, Score=6
Frame 62: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.66, Score=6
Frame 63: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.66, Score=6
Frame 64: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.66, Score=6
Frame 65: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.65, Score=6
Frame 66: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.64, Score=6
Frame 67: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.63, Score=6
Frame 68: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.61, Score=6
Frame 69: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.60, Score=6
Frame 70: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.59, Score=6
Frame 71: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.59, Score=6
Frame 72: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.59, Score=6
Frame 73: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.59, Score=6
Frame 74: Cars=11, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=0.58, Score=6
Frame 75: Cars=11, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.57, Score=6
Frame 76: Cars=11, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.57, Score=6
Frame 77: Cars=11, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.57, Score=6
Frame 78: Cars=11, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.56, Score=6
Frame 79: Cars=11, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.56, Score=6
Frame 80: Cars=11, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.56, Score=6
Frame 81: Cars=11, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.55, Score=6
Frame 82: Cars=11, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.54, Score=6
Frame 83: Cars=11, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.55, Score=6
Frame 84: Cars=11, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.55, Score=6
Frame 85: Cars=11, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.55, Score=6
Frame 86: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.55, Score=6
Frame 87: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.55, Score=6
Frame 88: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.55, Score=6
Frame 89: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.55, Score=6
Frame 90: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.56, Score=6
Frame 91: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.55, Score=6
Frame 92: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.55, Score=6
Frame 93: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.57, Score=6
Frame 94: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.58, Score=6
Frame 95: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.58, Score=6
Frame 96: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.58, Score=6
Frame 97: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.58, Score=6
Frame 98: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.58, Score=6
Frame 99: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.58, Score=6
Frame 100: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.58, Score=6
Frame 101: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.58, Score=6
Frame 102: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.57, Score=6
Frame 103: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.57, Score=6
Frame 104: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.57, Score=6
Frame 105: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.57, Score=6
Frame 106: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.57, Score=6
Frame 107: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.56, Score=6
Frame 108: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.56, Score=6
Frame 109: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.55, Score=6
Frame 110: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.55, Score=6
Frame 111: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.54, Score=6
Frame 112: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.54, Score=6
Frame 113: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 114: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 115: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 116: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 117: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 118: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 119: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 120: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 121: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 122: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 123: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.51, Score=6
Frame 124: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.51, Score=6
Frame 125: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.51, Score=6
Frame 126: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.51, Score=6
Frame 127: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.52, Score=6
Frame 128: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.51, Score=6
Frame 129: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.51, Score=6
Frame 130: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.51, Score=6
Frame 131: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.51, Score=6
Frame 132: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.51, Score=6
Frame 133: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.51, Score=6
Frame 134: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.51, Score=6
Frame 135: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.52, Score=6
Frame 136: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.52, Score=6
Frame 137: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.52, Score=6
Frame 138: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.52, Score=6
Frame 139: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.52, Score=6
Frame 140: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.52, Score=6
Frame 141: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.53, Score=6
Frame 142: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.54, Score=6
Frame 143: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.53, Score=6
Frame 144: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.52, Score=6
Frame 145: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.53, Score=6
Frame 146: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.53, Score=6
Frame 147: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.53, Score=6
Frame 148: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.54, Score=6
Frame 149: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.54, Score=6
Frame 150: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.54, Score=6
Frame 151: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.54, Score=6
Frame 152: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.54, Score=6
Frame 153: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.55, Score=6
Frame 154: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.55, Score=6
Frame 155: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.55, Score=6
Frame 156: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.55, Score=6
Frame 157: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.55, Score=6
Frame 158: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.55, Score=6
Frame 159: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.56, Score=6
Frame 160: Cars=12, Status=6 points (Heavy Traffic), Density=0.11, AvgSpeed=0.56, Score=6
Frame 161: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.57, Score=6
Frame 162: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.57, Score=6
Frame 163: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.58, Score=6
Frame 164: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.58, Score=6
Frame 165: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.59, Score=6
Frame 166: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.59, Score=6
Frame 167: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.59, Score=6
Frame 168: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.59, Score=6
Frame 169: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.60, Score=6
Frame 170: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.60, Score=6
Frame 171: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.60, Score=6
Frame 172: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.59, Score=6
Frame 173: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.59, Score=6
Frame 174: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.59, Score=6
Frame 175: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.59, Score=6
Frame 176: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.59, Score=6
Frame 177: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.58, Score=6
Frame 178: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.57, Score=6
Frame 179: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.57, Score=6
Frame 180: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.56, Score=6
Frame 181: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.56, Score=6
Frame 182: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.55, Score=6
Frame 183: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.54, Score=6
Frame 184: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.54, Score=6
Frame 185: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.54, Score=6
Frame 186: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 187: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 188: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 189: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 190: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 191: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.51, Score=6
Frame 192: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.50, Score=6
Frame 193: Cars=13, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.49, Score=6
Frame 194: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.49, Score=6
Frame 195: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.48, Score=6
Frame 196: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.47, Score=6
Frame 197: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.46, Score=6
Frame 198: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.46, Score=6
Frame 199: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.46, Score=6
Frame 200: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.46, Score=6
Frame 201: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.45, Score=6
Frame 202: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.44, Score=6
Frame 203: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.44, Score=6
Frame 204: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.45, Score=6
Frame 205: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.45, Score=6
Frame 206: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.45, Score=6
Frame 207: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.44, Score=6
Frame 208: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.44, Score=6
Frame 209: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.44, Score=6
Frame 210: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.45, Score=6
Frame 211: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.45, Score=6
Frame 212: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.44, Score=6
Frame 213: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.43, Score=6
Frame 214: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.43, Score=6
Frame 215: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.44, Score=6
Frame 216: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.44, Score=6
Frame 217: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.44, Score=6
Frame 218: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.43, Score=6
Frame 219: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.43, Score=6
Frame 220: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.43, Score=6
Frame 221: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.43, Score=6
Frame 222: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.43, Score=6
Frame 223: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.43, Score=6
Frame 224: Cars=13, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.43, Score=6
Frame 225: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.45, Score=6
Frame 226: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.45, Score=6
Frame 227: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.45, Score=6
Frame 228: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.46, Score=6
Frame 229: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.46, Score=6
Frame 230: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.46, Score=6
Frame 231: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.46, Score=6
Frame 232: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.47, Score=6
Frame 233: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.48, Score=6
Frame 234: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.48, Score=6
Frame 235: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.49, Score=6
Frame 236: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.49, Score=6
Frame 237: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.49, Score=6
Frame 238: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.49, Score=6
Frame 239: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.48, Score=6
Frame 240: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.48, Score=6
Frame 241: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.49, Score=6
Frame 242: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.48, Score=6
Frame 243: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.49, Score=6
Frame 244: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.49, Score=6
Frame 245: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.49, Score=6
Frame 246: Cars=12, Status=6 points (Heavy Traffic), Density=0.09, AvgSpeed=0.50, Score=6
Frame 247: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.51, Score=6
Frame 248: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.51, Score=6
Frame 249: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.51, Score=6
Frame 250: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.51, Score=6
Frame 251: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.51, Score=6
Frame 252: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 253: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 254: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 255: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 256: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 257: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 258: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 259: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 260: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 261: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 262: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.53, Score=6
Frame 263: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.54, Score=6
Frame 264: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.54, Score=6
Frame 265: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 266: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
Frame 267: Cars=12, Status=6 points (Heavy Traffic), Density=0.10, AvgSpeed=0.52, Score=6
